snap(-20,-50,-80)
sky(224,70,0)
fog(113,24,16)
clouds(255,255,255,5,-1000)
ground(41,0,8)
texture(0,0,0,50)
fadefrom(8000)
density(3)
mountains(35992)
nlaps(5)
name(The Joyride)
lightson()

set(10,0,0,250,0)p
set(10,0,5600,250,0)p
chk(40,0,8000,250,0)p
set(14,0,10150,250,0)pt
set(10,4550,10150,250,90)p


chk(40,7550,10150,250,90)
set(14,9100,10150,250,-90)pt
set(13,10620,5570,250,30)p
set(14,12140,990,250,90)pt
chk(40,13440,990,250,90)
set(14,15640,990,250,180)pt
set(10,15640,5540,250,0)p
chk(40,15670,5800,250,0)
set(43,15640,11140,250,180)p

set(30,15640,16800,250,0)pt
set(45,15640,21000,250,0)p
set(45,15640,26600,250,0)p
set(45,15640,32200,250,0)p

set(46,15640,36400,250,0)pt
set(45,11440,36400,250,-90)p
set(45,6240,36400,250,-90)p
set(73,2040,38550,250,180)pt
set(71,2040,44900,250,0)p
set(71,2040,50500,250,0)p
set(71,2040,56100,250,0)p
chk(49,2725,60000,250,0)
set(71,2040,61700,250,0)p

set(73,2040,68000,250,0)p
set(66,2040,72900,250,0)pt
set(65,-2160,72900,1250,90)p
set(65,-7760,72900,1250,90)p
set(66,-11960,72900,250,90)pt
set(73,-11960,68000,250,0)p

set(71,-11960,61700,250,0)p
set(71,-11960,56100,250,0)p
chk(49,-12645,60000,250,0)


set(71,-11960,50500,250,0)p
set(71,-11960,44900,250,0)p
set(72,-11960,39400,250,-90)pt
set(72,-17560,39400,250,90)pt
set(73,-17560,33100,250,180)pt

set(45,-21760,30950,250,90)p
set(30,-25460,30950,250,-90)p



set(10,-31069,30950,250,90)p
set(43,-36119,30950,250,-90)pt
set(10,-36119,26400,250,0)p
set(10,-36119,20800,250,0)p
set(44,-36119,16250,250,90)pt
set(10,-31569,16250,250,90)p
set(10,-25969,16250,250,90)p
set(43,-21419,16250,250,-90)pt

set(10,-21419,11700,250,180)p
set(10,-21419,6100,250,180)p
set(10,-21419,500,250,180)p
set(44,-21419,-4550,250,180)
set(10,-15850,-4550,250,-90)p
set(32,-12650,-3950,250,-90)pr
set(32,-12650,-4550,250,-90)pr
set(32,-12650,-5150,250,-90)pr

set(10,-4550,-4550,250,-90)p
set(14,0,-4550,250,180)pt


set(12,-37619,9650,250,-30)
rpr(69,-39119,6100,250,0)
set(13,-37619,2550,250,30)

//scenery


set(113,13940,5200,300,0)

set(113,1800,2200,300,0)
set(91,-3000,5000,250,90)p
set(89,-3000,2100,250,90)p
set(90,-3000,-800,250,90)p

set(14,-17019,16250,250,-90)
set(30,-17019,11250,250,180)
set(45,-17019,6800,250,0)
set(45,-17019,1200,250,0)
set(46,-17019,-3000,250,180)
set(45,-12819,-3000,250,90)
set(50,-7219,-3000,250,90)
set(46,-3219,-3000,250,0)
set(45,-3219,-6600,250,0)


//fuckingwarehouses

//howdotheywork
set(92,-24600,14000,250,90)
set(92,-24600,12000,250,90)
set(92,-24600,10000,250,90)
set(92,-24600,8000,250,90)
set(92,-24600,6000,250,90)
set(92,-24600,4000,250,90)
set(92,-24600,2000,250,90)
set(92,-24600,0,250,90)
set(92,-24600,-2000,250,90)
set(92,-24600,-7000,250,90)
set(92,-32600,-7000,250,-90)
set(92,-32600,14000,250,-90)
set(92,-32600,12000,250,-90)
set(92,-32600,10000,250,-90)
set(92,-32600,8000,250,-90)
set(92,-32600,6000,250,-90)
set(92,-32600,4000,250,-90)
set(92,-32600,2000,250,-90)
