snap(-40,-40,-40)
sky(191,227,255)
fog(199,211,240)
clouds(255,255,255,3,-1500)
ground(192,188,212)
texture(0,82,255,31)
rain(200,200,255)
fadefrom(5000)
mountains(98370)
name(Lost In The City of Angels)
nlaps(4)
lightson()

set(10,0,0,250,0)p
chk(40,0,3000,250,0)
set(14,0,4500,250,0)pr
set(12,4600,3000,250,60)pr
chk(40,7500,1500,250,90)
set(13,10250,3000,250,-60)pr
chk(40,13860,4500,250,90)

set(14,14860,4500,250,-90)pr
set(10,14860,0,250,0)p
chk(40,14860,-100,250,0)
set(14,14860,-4500,250,90)pr
set(10,19400,-4500,250,90)p
set(10,25000,-4500,250,90)p
chk(40,25100,-4500,250,90)
set(10,30600,-4500,250,90)p
set(14,35100,-4500,250,180)pr
chk(40,35000,0,250,0)
set(10,35100,0,250,0)p

set(14,35100,4500,250,-90)pr
set(12,30500,6000,250,60)pr
chk(40,27670,7520,250,90)
set(13,24800,6000,250,-60)pr
set(14,20200,4500,250,90)pr
chk(40,20200,6656,250,0)
set(14,20200,8000,250,0)pr
set(12,24800,6500,250,60)pr
chk(40,27670,4980,250,90)
set(13,30500,6500,250,-60)pr
set(14,35100,8000,250,180)pr
set(10,35100,12500,250,0)p
chk(40,35100,15300,250,0)
set(18,35100,18100,250,0)p
set(14,35100,22000,250,-90)pr
set(10,31000,22000,250,90)p
set(30,29100,22000,250,90)p
set(45,24600,22000,250,90)p
set(45,19000,22000,250,90)p

set(46,14860,22000,250,90)pr
set(45,14860,18000,250,0)p
set(30,14860,13500,250,0)p
set(10,14860,12000,250,0)p
chk(40,14860,9570,250,0)

set(14,14860,8000,250,180)pr
set(13,10250,6500,250,-60)pr
chk(40,7420,4980,250,90)
set(12,4600,6500,250,60)pr
chk(40,0,12484,250,0)
set(14,0,8000,250,90)pr
set(10,0,12500,250,0)p
set(18,0,18100,250,0)p
set(14,0,22000,250,0)pr
set(30,4600,22000,250,-90)p
set(45,9100,22000,250,90)p
set(46,13000,22000,250,0)pr
set(45,13000,18000,250,0)p
set(30,13000,13500,250,0)p
chk(40,13000,10500,250,0)

set(26,13000,9600,250,180)pt
set(26,13000,2500,250,0)pt

set(10,13000,0,250,0)p
set(14,13000,-4500,250,180)pr
chk(40,9272,-4500,250,90)
set(10,8500,-4500,250,90)p
set(10,4500,-4500,250,90)p
set(14,0,-4500,250,90)p



//miscshit
rpr(69,38200,5600,250,0)
set(12,36600,0,250,150)
set(10,38100,5600,250,0)
set(13,36600,10600,250,210)

set(84,14000,6000,250,-90)
set(36,-1600,18100,250,90)
set(36,-1600,20000,250,90)


////scenery

set(85,35800,5800,250,90)
set(91,30400,11000,250,0)
set(90,26900,11000,250,0)
set(88,24300,10300,250,180)
set(90,21700,10300,250,180)


//houses & condo area (back of stage)

set(88,400,-6800,250,0)
set(86,3400,-6800,250,0)
set(84,6400,-6800,250,0)
set(85,9400,-6800,250,0)
set(86,12400,-6800,250,0)
set(88,21400,-6800,250,0)
set(86,24400,-6800,250,0)
set(85,27400,-6800,250,0)
set(88,30400,-6800,250,0)
set(87,33400,-6800,250,0)
set(88,36400,-6800,250,0)

//



set(57,-2800,-5600,250,180)
set(57,-2800,0,250,180)
set(57,-2800,5600,250,180)
set(57,-2800,11200,250,180)
set(60,-2800,15300,250,0)



set(89,2400,11000,250,0)
set(88,4900,11000,250,180)
set(86,6400,11000,250,180)
set(113,7400,8500,250,90)
set(87,7900,11000,250,180)
set(90,10400,11000,250,0)

set(89,2400,-1400,250,0)
set(88,4900,-1400,250,180)
set(86,6400,-1400,250,180)
set(87,7900,-1400,250,180)
set(90,10400,-1400,250,0)

set(111,33000,-2500,250,-90)


//trees

//set(99,-700,4300,250,0)
//set(99,0,5000,250,0)
//set(99,700,5400,250,0)
//set(99,1400,5500,250,0)
//set(99,2100,5500,250,0)
//set(99,2800,5200,250,0)
//set(99,3500,4800,250,0)
//set(99,4200,4400,250,0)
//set(99,4900,4000,250,0)
//set(99,5600,3600,250,0)
//set(99,6300,3200,250,0)
//set(99,7000,2800,250,0)
//set(99,7700,2800,250,0)
//set(99,8400,3200,250,0)
//set(99,9100,3600,250,0)
//set(99,9800,4000,250,0)
//set(99,10500,4400,250,0)
//set(99,11200,4800,250,0)
//set(99,22500,6300,250,90)
//set(99,27670,6300,250,90)
//


set(91,18900,-1600,250,-90)
set(89,22400,-1600,250,0)
set(88,24900,-1600,250,180)
set(86,26400,-1600,250,180)
set(87,27900,-1600,250,180)
set(90,30400,-1600,250,0)


set(91,18900,1600,250,-90)
set(89,22400,1600,250,180)
set(88,24900,1600,250,0)
set(86,26400,1600,250,0)
set(87,27900,1600,250,0)
set(90,30400,1600,250,180)


//cops
cop(26,0,5600)
cop(26,11200,5600)
cop(27,16200,5600)
cop(27,16200,0)
cop(27,21200,-5600)
cop(27,36200,-5600)
cop(26,36200,6900)
cop(26,26200,4100)
cop(26,19200,4100)
cop(26,0,12100)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
////




maxl(7,-4050,-5405)
maxb(9,-7805,-1650)
maxr(7,39150,-5405)
maxt(9,25795,-1650)
