snap(-10,20,30)
sky(125,168,252)
fog(20,189,107)
clouds(255,255,255,5,-1046)
ground(25,125,13)
texture(241,13,13,22)
fadefrom(7000)
density(5)
mountains(5254)
nlaps(6)
wallid(122)
name(Spitting Hydra)

set(10,0,0,250,0)p
set(13,-1520,5630,250,30)p
set(10,-3040,11260,250,0)p
chk(40,-3040,11200,250,0)
set(12,-1520,16890,250,-30)p
set(10,0,22520,250,0)p
chk(40,0,25000,250,0)
set(10,0,28120,250,0)p
set(12,1520,33750,250,150)p
set(14,3040,38330,250,0)pt
chk(40,3040,36330,250,0)
set(13,7620,39850,250,120)p
set(10,13250,41370,250,90)p
chk(40,15000,41370,250,90)
set(10,18850,41370,250,90)p
set(13,24480,42890,250,120)p
chk(40,28060,44410,250,90)
set(14,29060,44410,250,180)pt
set(12,30580,48990,250,150)p
set(10,32100,54620,250,180)p
set(10,32100,60220,250,180)p
chk(40,32100,62000,250,0)
set(14,32100,64770,250,0)pt

set(12,36680,63250,250,60)
set(10,42310,61730,250,90)

set(10,47910,61730,250,90)p
chk(40,50000,61730,250,90)
set(14,52460,61730,250,180)pt
set(10,52460,66280,250,180)p
set(14,52460,70830,250,-90)pt
set(10,47910,70830,250,-90)p
chk(40,45000,70830,250,90)
set(14,43360,70830,250,0)pt
set(30,43360,65771,250,180)pl
set(103,43360,61574,250,0)
set(30,43360,57094,250,0)pl

set(10,43360,53500,250,0)
set(10,43360,47900,250,0)p
set(10,43360,42300,250,0)
set(10,43360,36700,250,0)
chk(40,43360,32000,250,0)
set(10,43360,31100,250,0)
set(10,43360,25500,250,0)p
set(14,43360,20950,250,90)pt
set(10,47910,20950,250,90)p
set(14,52460,20950,250,180)pt
set(10,52460,25500,250,180)p
chk(40,52460,27000,260,0)
set(14,52460,30050,250,-90)pt

set(30,47401,30050,250,90)pl
set(103,43115,30050,250,-90)
set(30,38635,30050,250,-90)pl
set(13,32496,28530,250,120)
chk(40,29000,27010,250,90)
set(14,27916,27010,250,0)pt
set(12,26396,22430,250,-30)p
set(10,24876,16800,250,0)p

chk(40,24876,13600,250,0)

set(10,24876,11200,250,0)p
set(14,24876,6650,250,90)pt
set(10,29426,6650,250,90)p
chk(40,30000,6650,250,90)
set(14,33976,6650,250,-90)pt
set(10,33976,2100,250,0)p
chk(40,33976,0,250,0)
set(10,33976,-3500,250,0)p
set(43,33976,-8050,250,180)pt
set(10,29426,-8050,250,90)p
set(10,23826,-8050,250,90)p
set(10,18226,-8050,250,90)p
set(10,12626,-8050,250,90)p
set(10,7026,-8050,250,90)p
chk(40,6000,-8050,250,90)
set(10,5600,-8050,250,90)
set(44,0,-8050,250,0)pt
set(10,0,-3600,250,0)p

//extra roads


set(10,-5600,-8050,250,90)
set(10,0,-13650,250,0)
set(10,33976,-13650,250,0)


//roadblocks

set(109,500,-8950,250,180)
set(109,0,-8950,250,180)
set(109,-500,-8950,250,180)
set(107,-500,-9250,235,55)
set(107,500,-9250,235,-55)
set(110,500,-9650,250,0)
set(110,0,-9650,250,0)
set(110,-500,-9650,250,0)


set(110,-900,-8450,250,-90)
set(110,-900,-8050,250,-90)
set(110,-900,-7650,250,-90)




set(109,33570,-8950,250,180)
set(109,34070,-8950,250,180)
set(109,34570,-8950,250,180)


set(107,33570,-9250,235,135)
set(107,34500,-9250,235,-135)
set(110,33570,-9650,250,180)
set(110,34070,-9650,250,180)
set(110,34570,-9650,250,180)


set(110,35070,-8450,250,-90)
set(110,35070,-8050,250,-90)
set(110,35070,-7650,250,-90)

//buildings


set(88,-6100,-9900,250,0)
set(87,-4600,-9900,250,0)
set(86,-3100,-9900,250,0)
set(85,-1600,-9900,250,0)
set(91,31500,-5600,250,90)p

//fence


set(94,-8200,-7000,250,90)
set(94,-3400,-7000,250,90)
set(94,3400,-7000,250,90)
set(94,8200,-7000,250,90)
set(94,13000,-7000,250,90)
set(94,17800,-7000,250,90)
set(94,22600,-7000,250,90)
set(94,22600,-7000,250,90)
set(94,27400,-7000,250,90)


set(94,35070,-4200,250,0)
set(94,35070,600,250,0)
set(94,35070,5400,250,0)
set(94,35070,10200,250,0)
set(94,35070,15000,250,0)
set(94,37470,17400,250,90)
set(94,42270,17400,250,90)
set(94,47070,17400,250,90)
set(94,51870,17400,250,90)
set(94,56670,17400,250,90)

cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)
cop(9,1000000000,1000000000)

maxl(18,-6490,-9410)
maxb(13,-11810,-4090)
maxr(18,55910,-9410)
maxt(13,74590,-4090)







