snap(-6,-8,-2)
sky(181,190,217)
fog(173,191,204)
clouds(255,255,255,0,-1000)
ground(191,191,191)
texture(0,0,0,31)
fadefrom(5000)
density(5)
mountains(5513)
name(Freeway Drive-By)
nlaps(10)
rain(200,200,255)


set(10,0,0,250,180)
set(10,0,5600,250,0)p
set(10,0,11200,250,0)p
set(10,0,16800,250,0)p
chk(40,0,15000,250,0)
set(43,0,22400,250,0)pr
set(44,5600,22400,250,0)p
set(10,11200,22400,250,90)p
chk(48,13500,22400,250,90)
set(10,16800,22400,250,90)p
set(30,17800,22400,250,-90)p
set(50,21900,22400,250,90)pr
set(50,21900,20800,250,-90)p
set(45,27500,20800,250,90)p
set(45,33100,20800,250,90)p

set(46,37300,20800,250,0)pr
set(45,37300,16600,250,0)p
set(45,37300,11000,250,0)p
set(45,37300,5400,250,0)p
set(45,37300,-200,250,0)p

set(46,37300,-4400,250,-90)pr
set(50,33100,-4400,250,90)pr
set(50,33100,-6000,250,-90)p
set(30,29000,-6000,250,-90)p
set(10,25400,-6000,250,90)p
chk(48,23400,-6000,250,90)
set(14,21400,-6000,250,0)pr
set(43,21400,-10200,250,90)p
set(10,15800,-10200,250,90)p
set(10,15000,-10200,250,90)p
set(43,10000,-10200,250,90)p
set(10,5200,-10200,250,90)p
set(43,0,-10200,250,90)pt
set(10,0,-4600,250,0)p


set(10,-5600,-10200,250,90)p


//xtra roads

set(10,10000,-4600,250,0)
set(10,10000,0,250,0)

set(45,27800,-4400,250,90)
set(45,26800,-4400,250,90)
set(45,21200,-4400,250,90)
set(45,15600,-4400,250,90)
set(45,10000,-4400,250,-90)
set(45,5600,-4400,250,-90)
set(45,0,-4400,250,-90)
set(45,-5600,-4400,250,-90)


set(45,16300,20800,250,90)
set(45,10700,20800,250,90)
set(45,5600,20800,250,90)
set(45,0,20800,250,90)
set(45,-5600,20800,250,90)

set(14,5600,18000,250,90)
set(43,10000,18000,250,-90)
set(26,13400,18000,250,-90)


set(10,10000,12400,250,0)
set(10,10000,6800,250,0)
set(10,10000,3400,250,0)

rpr(69,24800,-8600,250,90)
set(118,24800,-10200,250,90)
set(10,27700,-10200,250,90)
set(43,33100,-10200,250,90)
set(10,33100,-4600,250,0)

set(10,38700,-10200,250,90)
set(43,44300,-10200,250,90)
set(30,37500,-6000,250,90)
set(10,40100,-6000,250,90)
set(14,44300,-6000,250,-90)

set(43,33100,11200,250,0)
set(10,38700,11200,250,90)
set(14,43200,11200,250,180)
set(23,43200,14000,250,0)
set(23,43200,14000,250,180)
set(14,43200,16800,250,-90)

set(86,41200,14800,250,0)
set(88,41200,12800,250,180)
set(85,39200,14800,250,0)
set(84,39200,12800,250,180)
set(87,35200,14800,250,90)
set(86,35200,12800,250,90)

set(30,26000,22400,250,90)
set(10,29000,22400,250,90)
set(14,33100,22400,250,-90)

set(10,33100,-5600,250,0)
set(10,33100,0,250,0)
set(10,33100,5600,250,0)
set(10,33100,11200,250,0)

set(10,38700,16800,250,90)
set(43,33100,16800,250,0)
set(23,33100,19600,250,180)

set(14,0,26900,250,0)
set(23,2800,26900,250,90)
set(87,1900,23850,250,180)
set(86,1900,25350,250,0)
set(86,3500,23850,250,180)
set(87,3500,25350,250,0)
set(23,2800,26900,250,-90)
set(14,5600,26900,250,-90)p
//trains
set(76,-4200,1400,250,-90)
set(74,-4200,11200,250,0)
set(76,-4200,15400,250,0)
set(77,-4200,5600,250,0)
set(118,-1200,8000,-970,-90)
set(81,1400,5600,250,90)
set(80,4200,5600,250,-90)


set(74,44800,26900,250,90)
set(74,39200,26900,250,90) 
set(74,33600,26900,250,90) 
set(74,28000,26900,250,90) 
set(74,22400,26900,250,90)
set(74,16800,26900,250,90)
set(76,12700,26900,250,180)

//waterways


set(97,-5600,-13300,250,90)
set(98,0,-13300,250,-90)
set(97,5600,-13300,250,90)
set(97,11200,-13300,250,90)
set(97,16800,-13300,250,90)
set(97,22400,-13300,250,90)
set(97,28000,-13300,250,90)
set(97,33600,-13300,250,90)
set(97,39200,-13300,250,90)
set(97,44800,-13300,250,90)

//buildings

set(91,8200,24800,250,0)
set(87,10400,24000,250,180)
set(88,12000,24000,250,180)


set(84,8100,12800,250,-90)
set(88,8100,10400,250,-90)
set(89,7500,15600,250,90)

set(92,2800,18500,250,90)
set(92,-2800,18500,250,-90)

set(84,2000,20600,250,0)
set(85,3600,20600,250,0)

set(89,2300,15600,250,-90)
set(85,1600,12800,250,90)
set(87,1600,10400,250,90)

set(92,-2800,-1400,250,-90)

set(88,1600,8000,250,90)
set(85,1600,5600,250,90)
set(87,1600,3200,250,90)
set(118,1600,8000,-2400,-90)
set(89,2300,0,250,-90)

set(91,7500,8000,250,90)
set(90,12500,8000,250,-90)
set(89,7500,3000,250,90)
set(91,12500,3000,250,-90)


set(86,7500,20600,250,0)
set(84,9000,20600,250,0)
set(86,10500,20600,250,0)
set(85,12000,20600,250,0)

set(89,12300,15600,250,-90)
set(85,11600,12800,250,90)
set(87,11600,10400,250,90)


//stunt park

set(23,14311,4125,250,-90)
set(23,18639,4125,250,90)
set(29,16475,4125,250,90)
set(23,22500,3540,250,180)
set(26,22500,2940,250,180)
set(23,20850,7770,250,180)
set(23,20850,7770,250,0)
set(32,20820,8140,250,180)
set(32,20820,7300,250,0)
set(24,16000,11960,250,-90)
set(24,16000,11960,250,90)
set(35,16000,11960,250,90)

set(25,24745,9700,250,0)
set(25,24745,9000,250,0)
set(25,24745,8300,250,0)
set(36,24745,10795,250,0)
set(36,24745,6550,250,180)


set(92,15000,15600,250,0)
set(92,17500,15600,250,0)
set(92,20000,15600,250,0)
set(92,22500,15600,250,0)
set(92,25000,15600,250,0)
set(92,27500,15600,250,0)
set(92,30000,15600,250,0)

set(92,30000,12500,250,-90)
set(92,30000,10000,250,-90)
set(92,30000,7500,250,-90)
set(92,30000,5000,250,-90)
set(92,30000,2500,250,-90)
set(92,30000,0,250,-90)

set(92,27500,0,250,180)
set(92,25000,0,250,180)
set(92,22500,0,250,180)
set(92,20000,0,250,180)
set(92,17500,0,250,180)
set(92,15000,0,250,180)


//the far side of bloom county

set(92,43000,20000,250,90)

set(89,44000,9000,250,90)
set(90,44000,4000,250,90)
set(91,44000,-1000,250,90)


set(88,19600,-7000,250,-90)
set(84,19600,-8600,250,180)
set(85,18000,-8600,250,180)
set(86,16400,-8600,250,180)
set(87,14800,-8600,250,180)
set(88,13200,-8600,250,180)
set(84,11600,-8600,250,180)
set(84,11600,-7000,250,90)



set(84,8000,-7000,250,-90)
set(85,8000,-8600,250,180)
set(86,6400,-8600,250,180)
set(87,4800,-8600,250,180)
set(88,3200,-8600,250,180)
set(84,1600,-8600,250,180)
set(84,1600,-7000,250,90)

//garden

set(113,-1800,24800,250,0)
set(99,-2800,22000,250,0)
set(99,-2800,22400,250,0)
set(99,-2800,22800,250,0)
set(99,-2800,23200,250,0)
set(99,-2800,23600,250,0)
