snap(-75,-75,-35)
sky(217,163,212)
fog(204,196,153)
clouds(255,255,255,5,-1000)
ground(191,184,143)
texture(0,0,0,50)
fadefrom(8000)
mountains(63936)
name(Meteor Shower)
nlaps(1)
lightson()

set(15,0,0,250,0)p
set(15,0,5600,250,0)p
set(15,0,11200,250,0)p
set(15,0,16800,250,0)p
chk(40,0,17000,250,0)
set(15,0,22400,250,0)p
set(20,0,28000,250,0)p

set(13,-1520,33630,250,30)pt
set(30,-3040,39769,250,0)p
set(45,-3040,44249,250,0)p
set(45,-3040,49849,250,0)p
set(45,-3040,55449,250,0)p
set(30,-3040,59929,250,180)p
set(10,-3040,66038,250,0)p
set(10,-3040,71638,250,0)p
set(10,-3040,77238,250,0)p

set(10,-3040,82838,250,0)p
set(10,-3040,88438,250,0)p
set(10,-3040,94038,250,0)p
set(10,-3040,99638,250,0)p
set(10,-3040,105238,250,0)p
set(20,-3040,110838,250,180)p
set(15,-3040,116438,250,0)p
set(15,-3040,122038,250,0)p
set(15,-3040,127638,250,0)p
set(15,-3040,133238,250,0)p
set(15,-3040,138838,250,0)p
set(15,-3040,144438,250,0)p
set(15,-3040,150038,250,0)p
set(24,-3040,152838,250,0)pr


chk(40,3040,177000,-333,0)
set(45,3040,177223,250,0)p
set(45,3040,182823,250,0)p
set(45,3040,188423,250,0)p
set(30,3040,192900,250,180)p
set(10,3040,198500,250,0)p
set(10,3040,204100,250,0)p
set(10,3040,209700,250,0)p
set(31,3040,215300,250,0)pt

set(57,2800,224124,250,180)p
set(57,2800,229724,250,180)p
set(57,2800,235324,250,180)p
set(57,2800,240924,250,180)p
chk(40,2800,240000,-750,0)
set(57,2800,246524,250,180)p

set(59,2800,254924,250,180)p
set(57,2800,261924,250,180)p
set(60,2800,265424,250,0)p

set(45,2800,274524,250,0)p
set(45,2800,280124,250,0)p
set(45,2800,285724,250,0)p
chk(40,2800,287000,-333,0)
set(45,2800,291324,250,0)p
set(45,2800,296924,250,0)p
set(45,2800,302524,250,0)p
set(105,2800,310000,250,180)p

set(57,2800,318400,250,180)p
set(57,2800,324000,250,180)p
set(57,2800,329600,250,180)p
set(60,2800,333800,250,0)p

set(73,2800,339400,250,180)p
set(71,2800,345600,250,0)p
set(71,2800,351200,250,0)p
set(71,2800,356800,250,0)p
chk(40,3600,360000,250,0)
set(71,2800,362400,250,0)p
set(73,2800,368600,250,0)p

set(56,4200,379800,0,-90)p
set(52,4200,385400,0,0)p
set(52,4200,391000,0,0)p
set(52,4200,396600,0,0)p
chk(40,4200,400000,0,0)
set(52,4200,402200,0,0)p
set(53,4200,407800,0,0)p

set(57,-1400,333800,250,-90)
set(57,-7000,333800,250,-90)

set(66,2800,373500,250,0)
set(65,-1400,373500,1250,90)
set(65,-7000,373500,1250,90)
set(65,-1400,334500,1250,90)
set(65,-7000,334500,1250,90)
set(66,2800,334500,250,-90)

set(45,7000,305700,250,90)
set(57,-1400,314200,250,90)
set(57,-7000,314200,250,90)
set(52,-1400,379800,0,-90)

set(57,-1400,265424,250,-90)
set(97,11200,268924,250,90)
set(97,5600,268924,250,90)
set(97,0,268924,250,90)
set(97,-5600,268924,250,90)

set(57,-4200,167424,250,90)
set(60,0,167424,250,-90)
set(57,0,171624,250,180)
set(57,0,177224,250,180)
set(57,0,182824,250,180)
set(59,0,191224,250,180)
set(57,0,198924,250,180)
set(57,0,204524,250,180)
set(57,0,210124,250,180)
set(57,0,215724,250,180)
set(61,0,219924,250,90)
set(60,2800,219924,250,-90)



set(15,0,-5600,250,0)
set(15,0,-11200,250,0)
set(15,0,-16800,250,0)
set(15,0,-22400,250,0)

set(34,-3040,152135,250,0)

set(12,1520,33630,250,150)
set(30,3040,39769,250,0)
set(45,3040,44249,250,0)
set(45,3040,49849,250,180)
set(45,3040,55449,250,180)
set(30,3040,59929,250,180)
set(10,3040,66038,250,180)
set(10,3040,71638,250,180)
set(10,3040,77238,250,180)
set(10,3040,82838,250,180)

set(10,0,39200,250,180)
set(30,0,45309,250,0)
set(45,0,49789,250,180)
set(45,0,55389,250,180)
set(45,0,60989,250,180)
set(45,0,66589,250,180)
set(45,0,72189,250,180)

set(10,3040,88438,250,180)
set(45,0,77789,250,180)
set(45,0,83389,250,180)
set(30,0,87869,250,180)
set(12,1520,94008,250,150)
set(13,-1520,94008,250,210)
set(10,3040,94038,250,180)
set(10,3040,99638,250,180)
set(10,3040,105238,250,180)

set(30,3040,111143,250,0)
set(45,3040,115623,250,180)
set(45,3040,121223,250,180)
set(45,3040,126823,250,180)
set(45,3040,132423,250,180)
set(45,3040,138023,250,0)
set(45,3040,143623,250,0)
set(45,3040,149223,250,0)
set(45,3040,166023,250,180)
set(45,3040,171623,250,180)
set(37,3040,157080,250,180)
set(37,3040,158915,250,180)
set(37,3040,159080,250,180)
set(37,3040,161915,250,180)
set(10,3040,154823,250,150)
set(10,3040,160423,250,30)

set(10,0,33600,250,180)



maxl(87,-4831,-2231)
maxb(3,-4631,-2431)
maxr(87,9569,-2231)
maxt(3,412969,-2431)

